reaction,product,Coefficient of reactants,reaction list,Feature,,,,,,,,,,,,,,,,△G,△G_norm
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.49,-1.49,0,-1.986,0,0,0,-1.986,1.49,0,6.952,0,0,-7.68,-7.75,8.01,6.5,-19.68,0.612888718
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.49,-1.49,0,-1.986,0,0,0,-1.986,1.49,0,6.952,0,0,-7.68,-7.75,8.01,6.5,-19.68,0.612888718
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.49,-1.49,0,-1.986,0,0,0,-1.986,1.49,0,6.952,0,0,-7.68,-7.38,8.01,6,-19.37,0.614880493
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.49,-1.49,0,-1.986,0,0,0,-1.986,1.49,0,6.952,0,0,-7.68,-7.38,8.01,6,-19.37,0.614880493
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.75,7.94,6.5,-18.93,0.61770753
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.75,7.94,6.5,-18.93,0.61770753
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.75,7.91,6.5,-18.9,0.617900283
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.75,7.91,6.5,-18.9,0.617900283
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.38,7.94,6,-18.64,0.619570804
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.38,7.94,6,-18.64,0.619570804
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.38,7.91,6,-18.59,0.619892059
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.38,7.91,6,-18.59,0.619892059
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-6.1,7.94,5.1,-18.31,0.621691082
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-6.1,7.94,5.1,-18.31,0.621691082
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-6.1,7.91,5.1,-18.26,0.622012336
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-6.1,7.91,5.1,-18.26,0.622012336
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-8.19,7.94,5.49,-17.62,0.62612439
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-8.19,7.94,5.49,-17.62,0.62612439
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.6,7.94,5.86,-17.59,0.626317142
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-8.19,7.91,5.49,-17.59,0.626317142
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.6,7.94,5.86,-17.59,0.626317142
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-8.19,7.91,5.49,-17.59,0.626317142
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.6,7.91,5.86,-17.56,0.626509895
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.6,7.91,5.86,-17.56,0.626509895
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.78,-7.89,7.94,6.41,-17.52,0.626766898
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.75,-7.89,7.91,6.41,-17.49,0.62695965
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.78,-7.58,7.94,5.92,-17.04,0.629850938
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.78,-7.58,7.94,5.92,-17.04,0.629850938
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.75,-7.58,7.91,5.92,-17.01,0.630043691
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.75,-7.58,7.91,5.92,-17.01,0.630043691
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.24,7.94,5.55,-16.97,0.630300694
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.24,7.94,5.55,-16.97,0.630300694
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.24,7.91,5.55,-16.94,0.630493446
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.24,7.91,5.55,-16.94,0.630493446
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.78,-7.89,7.94,6.41,-16.56,0.632934978
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.75,-7.89,7.91,6.41,-16.52,0.633191981
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-8.21,7.94,5.51,-16.09,0.635954767
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-8.21,7.94,5.51,-16.09,0.635954767
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-8.21,7.91,5.51,-16.06,0.63614752
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-8.21,7.91,5.51,-16.06,0.63614752
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.68,-7.75,8.01,6.5,-13.84,0.650411205
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.68,-7.75,8.01,6.5,-13.53,0.652402981
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.68,-7.38,8.01,6,-13.53,0.652402981
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.49,-1.49,0,0,-5.959,0,0,0,1.49,0,8.938,0,0,-7.68,-7.38,8.01,6,-13.53,0.652402981
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.89,7.94,6.41,-11.37,0.666281162
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.89,7.94,6.41,-11.37,0.666281162
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.89,7.91,6.41,-11.34,0.666473914
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.89,7.91,6.41,-11.34,0.666473914
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.58,7.94,5.92,-10.89,0.669365202
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.78,-7.58,7.94,5.92,-10.89,0.669365202
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.58,7.91,5.92,-10.86,0.669557954
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.75,-7.58,7.91,5.92,-10.86,0.669557954
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.68,-7.75,8.01,6.5,-7.69,0.689925469
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.68,-7.75,8.01,6.5,-7.69,0.689925469
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.68,-7.38,8.01,6,-7.39,0.691852994
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.49,-1.49,-1.49,0,0,0,0,0,1.49,0,5.959,0,0,-7.68,-7.38,8.01,6,-7.39,0.691852994
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-7.75,7.94,6.5,-30.96,0.540413775
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-7.75,7.91,6.5,-30.92,0.540670779
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-7.38,7.94,6,-30.65,0.542405551
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-7.38,7.91,6,-30.6,0.542726805
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-6.1,7.94,5.1,-30.3,0.544654331
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-6.1,7.91,5.1,-30.26,0.544911334
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-8.19,7.94,5.49,-29.63,0.548959136
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-7.6,7.94,5.86,-29.6,0.549151889
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-8.19,7.91,5.49,-29.59,0.54921614
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-7.6,7.91,5.86,-29.56,0.549408892
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-7.24,7.94,5.55,-28.98,0.553135441
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-7.24,7.91,5.55,-28.93,0.553456695
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-8.21,7.94,5.51,-28.1,0.558789514
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-8.21,7.91,5.51,-28.07,0.558982267
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-7.75,7.94,6.5,-25.1,0.578064765
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-7.75,7.91,6.5,-25.07,0.578257517
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-7.38,7.94,6,-24.8,0.57999229
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-7.38,7.91,6,-24.76,0.580249293
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-6.1,7.94,5.1,-24.48,0.582048317
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-6.1,7.91,5.1,-24.43,0.582369571
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-8.19,7.94,5.49,-23.79,0.586481624
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-7.6,7.94,5.86,-23.76,0.586674377
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-8.19,7.91,5.49,-23.76,0.586674377
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-7.6,7.91,5.86,-23.73,0.586867129
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-7.89,7.94,6.41,-23.52,0.588216397
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-7.89,7.91,6.41,-23.34,0.589372912
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-7.24,7.94,5.55,-23.13,0.590722179
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-7.24,7.91,5.55,-23.1,0.590914932
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.78,-7.58,7.94,5.92,-22.9,0.592199949
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.75,-7.58,7.91,5.92,-22.87,0.592392701
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-8.21,7.94,5.51,-22.26,0.596312002
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-8.21,7.91,5.51,-22.23,0.596504755
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.68,-7.75,8.01,6.5,-19.69,0.612824467
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.491,-1.491,0,-1.988,0,0,0,-1.988,1.491,0,6.956,0,0,-7.68,-7.38,8.01,6,-19.38,0.614816243
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-7.75,7.94,6.5,-18.95,0.617579029
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-7.75,7.91,6.5,-18.92,0.617771781
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-7.38,7.94,6,-18.65,0.619506554
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-7.38,7.91,6,-18.6,0.619827808
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-6.1,7.94,5.1,-18.32,0.621626831
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-6.1,7.91,5.1,-18.28,0.621883834
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-8.19,7.94,5.49,-17.63,0.626060139
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-7.6,7.94,5.86,-17.6,0.626252891
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-8.19,7.91,5.49,-17.6,0.626252891
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-7.6,7.91,5.86,-17.57,0.626445644
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-7.58,7.94,5.92,-17.05,0.629786687
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-7.58,7.91,5.92,-17.02,0.62997944
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-7.24,7.94,5.55,-16.98,0.630236443
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-7.24,7.91,5.55,-16.95,0.630429196
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.78,-7.89,7.94,6.41,-16.58,0.632806476
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.75,-7.89,7.91,6.41,-16.53,0.633127731
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-8.21,7.94,5.51,-16.1,0.635890517
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-8.21,7.91,5.51,-16.07,0.636083269
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.68,-7.75,8.01,6.5,-13.85,0.650346955
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.491,-1.491,0,0,-5.963,0,0,0,1.491,0,8.944,0,0,-7.68,-7.38,8.01,6,-13.53,0.652402981
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-7.89,7.94,6.41,-11.37,0.666281162
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-7.89,7.91,6.41,-11.34,0.666473914
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.78,-7.58,7.94,5.92,-10.9,0.669300951
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.75,-7.58,7.91,5.92,-10.87,0.669493703
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.68,-7.75,8.01,6.5,-7.69,0.689925469
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.491,-1.491,-1.491,0,0,0,0,0,1.491,0,5.963,0,0,-7.68,-7.38,8.01,6,-7.39,0.691852994
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-7.75,7.94,6.5,-31.37,0.537779491
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-7.75,7.91,6.5,-31.33,0.538036494
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-7.38,7.94,6,-31.06,0.539771267
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-7.38,7.91,6,-31.01,0.540092521
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-6.1,7.94,5.1,-30.71,0.542020046
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-6.1,7.91,5.1,-30.66,0.5423413
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-8.19,7.94,5.49,-30.03,0.546389103
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-7.6,7.94,5.86,-30,0.546581856
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-8.19,7.91,5.49,-29.98,0.546710357
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-7.6,7.91,5.86,-29.95,0.54690311
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-7.24,7.94,5.55,-29.36,0.550693909
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-7.24,7.91,5.55,-29.32,0.550950912
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-8.21,7.94,5.51,-28.47,0.556412233
